realSum,room_type,person_capacity,host_is_superhost,guest_satisfaction_overall,bedrooms,day_type,rating_category
1038.6,Entire home/apt,2,0,90,1,weekends,Very Satisfied
1106.32,Entire home/apt,4,0,95,3,weekends,Very Satisfied
395.8,Private room,2,1,100,1,weekends,Very Satisfied
326.9,Private room,2,0,92,0,weekends,Very Satisfied
614.44,Entire home/apt,2,0,98,1,weekends,Very Satisfied
468.21,Entire home/apt,2,0,95,1,weekends,Very Satisfied
258.01,Private room,2,0,90,1,weekends,Very Satisfied
1751.46,Entire home/apt,4,1,98,2,weekends,Very Satisfied
356.43,Entire home/apt,2,0,98,1,weekends,Very Satisfied
1278.33,Entire home/apt,4,1,93,2,weekends,Very Satisfied
321.98,Private room,2,0,89,0,weekends,Very Satisfied
288.71,Entire home/apt,2,0,94,1,weekends,Very Satisfied
304.88,Private room,2,1,97,1,weekends,Very Satisfied
544.37,Entire home/apt,2,0,95,1,weekends,Very Satisfied
442.67,Entire home/apt,2,0,96,1,weekends,Very Satisfied
712.86,Entire home/apt,2,0,94,1,weekends,Very Satisfied
356.43,Private room,2,0,100,1,weekends,Very Satisfied
392.05,Private room,2,0,84,0,weekends,Very Satisfied
264.34,Private room,2,0,97,1,weekends,Very Satisfied
351.51,Private room,2,1,98,1,weekends,Very Satisfied
491.88,Entire home/apt,6,0,90,3,weekends,Very Satisfied
550.47,Entire home/apt,2,0,100,1,weekends,Very Satisfied
553.04,Entire home/apt,3,0,100,1,weekends,Very Satisfied
498.91,Private room,2,1,96,1,weekends,Very Satisfied
1137.02,Entire home/apt,4,1,95,2,weekends,Very Satisfied
268.09,Private room,2,1,99,0,weekends,Very Satisfied
1210.6,Entire home/apt,4,0,87,3,weekends,Very Satisfied
688.02,Entire home/apt,4,0,89,2,weekends,Very Satisfied
1044.69,Entire home/apt,2,0,100,1,weekends,Very Satisfied
485.55,Entire home/apt,2,0,100,1,weekends,Very Satisfied
784.34,Private room,4,0,95,2,weekends,Very Satisfied
1253.72,Private room,4,0,98,3,weekends,Very Satisfied
1769.97,Private room,4,0,98,4,weekends,Very Satisfied
348.93,Private room,2,0,97,1,weekends,Very Satisfied
436.11,Entire home/apt,2,0,95,0,weekends,Very Satisfied
724.35,Entire home/apt,4,1,96,1,weekends,Very Satisfied
602.02,Entire home/apt,2,0,95,1,weekends,Very Satisfied
817.14,Entire home/apt,4,0,89,2,weekends,Very Satisfied
1161.39,Entire home/apt,6,0,87,4,weekends,Very Satisfied
393.46,Private room,2,0,92,1,weekends,Very Satisfied
381.04,Entire home/apt,2,0,99,2,weekends,Very Satisfied
498.91,Private room,2,1,96,1,weekends,Very Satisfied
765.82,Entire home/apt,4,0,90,1,weekends,Very Satisfied
784.34,Entire home/apt,5,0,95,2,weekends,Very Satisfied
675.84,Private room,4,0,97,1,weekends,Very Satisfied
467.04,Private room,2,0,100,1,weekends,Very Satisfied
442.67,Private room,2,0,88,1,weekends,Very Satisfied
1263.33,Entire home/apt,4,1,96,2,weekends,Very Satisfied
371.19,Entire home/apt,2,0,100,1,weekends,Very Satisfied
918.14,Entire home/apt,4,1,96,2,weekends,Very Satisfied
1189.75,Entire home/apt,6,0,95,3,weekends,Very Satisfied
548.12,Entire home/apt,3,0,97,2,weekends,Very Satisfied
642.56,Entire home/apt,4,0,98,2,weekends,Very Satisfied
457.2,Private room,2,1,98,1,weekends,Very Satisfied
737.23,Entire home/apt,2,0,92,1,weekends,Very Satisfied
817.14,Entire home/apt,4,0,98,2,weekends,Very Satisfied
218.64,Private room,2,0,96,1,weekends,Very Satisfied
2062.66,Entire home/apt,4,0,98,4,weekends,Very Satisfied
282.85,Private room,2,0,88,1,weekends,Very Satisfied
1069.29,Entire home/apt,4,0,96,3,weekends,Very Satisfied
669.74,Entire home/apt,2,0,95,1,weekends,Very Satisfied
393.46,Entire home/apt,2,0,100,1,weekends,Very Satisfied
636.94,Entire home/apt,2,0,98,1,weekends,Very Satisfied
1044.92,Entire home/apt,4,1,99,2,weekends,Very Satisfied
612.1,Entire home/apt,2,0,96,1,weekends,Very Satisfied
243.25,Private room,2,0,89,1,weekends,Very Satisfied
526.09,Entire home/apt,4,0,95,2,weekends,Very Satisfied
476.88,Private room,2,0,89,0,weekends,Very Satisfied
678.41,Private room,3,0,83,0,weekends,Very Satisfied
438.92,Private room,2,0,95,1,weekends,Very Satisfied
596.4,Entire home/apt,4,0,87,2,weekends,Very Satisfied
425.09,Private room,2,0,88,1,weekends,Very Satisfied
1032.5,Entire home/apt,4,0,96,2,weekends,Very Satisfied
417.83,Entire home/apt,2,1,98,1,weekends,Very Satisfied
602.02,Entire home/apt,4,0,96,2,weekends,Very Satisfied
280.27,Private room,2,1,96,1,weekends,Very Satisfied
596.16,Entire home/apt,3,0,94,0,weekends,Very Satisfied
1269.89,Entire home/apt,4,1,99,3,weekends,Very Satisfied
362.52,Private room,4,1,96,1,weekends,Very Satisfied
319.64,Private room,2,1,97,1,weekends,Very Satisfied
983.29,Entire home/apt,4,0,100,2,weekends,Very Satisfied
626.63,Private room,2,0,100,1,weekends,Very Satisfied
663.65,Entire home/apt,4,0,92,2,weekends,Very Satisfied
860.26,Private room,4,1,100,2,weekends,Very Satisfied
765.82,Entire home/apt,4,0,95,3,weekends,Very Satisfied
560.31,Entire home/apt,3,0,80,1,weekends,Satisfied
540.62,Entire home/apt,4,1,99,1,weekends,Very Satisfied
307.22,Private room,2,1,99,1,weekends,Very Satisfied
694.35,Private room,4,0,73,2,weekends,Satisfied
653.81,Private room,4,0,95,2,weekends,Very Satisfied
651.23,Private room,4,0,93,2,weekends,Very Satisfied
409.63,Entire home/apt,2,0,94,2,weekends,Very Satisfied
362.76,Entire home/apt,2,0,98,2,weekends,Very Satisfied
392.05,Entire home/apt,2,0,90,1,weekends,Very Satisfied
326.9,Entire home/apt,2,0,100,1,weekends,Very Satisfied
489.3,Entire home/apt,2,1,98,2,weekends,Very Satisfied
737.23,Entire home/apt,4,0,95,2,weekends,Very Satisfied
737.23,Entire home/apt,4,0,88,1,weekends,Very Satisfied
700.44,Entire home/apt,4,0,93,2,weekends,Very Satisfied
300.89,Private room,2,0,89,1,weekends,Very Satisfied
747.55,Entire home/apt,4,0,76,3,weekends,Satisfied
308.63,Private room,2,0,81,1,weekends,Very Satisfied
678.65,Entire home/apt,4,1,97,2,weekends,Very Satisfied
430.25,Entire home/apt,2,0,94,0,weekends,Very Satisfied
482.98,Entire home/apt,2,1,93,1,weekends,Very Satisfied
1665.69,Entire home/apt,4,0,100,2,weekends,Very Satisfied
657.56,Entire home/apt,4,0,100,2,weekends,Very Satisfied
841.98,Entire home/apt,4,0,90,1,weekends,Very Satisfied
546.72,Entire home/apt,4,0,87,2,weekends,Very Satisfied
1179.9,Entire home/apt,4,1,97,3,weekends,Very Satisfied
602.25,Entire home/apt,3,0,96,2,weekends,Very Satisfied
358.77,Private room,2,1,95,1,weekends,Very Satisfied
332.06,Entire home/apt,2,0,94,1,weekends,Very Satisfied
953.76,Entire home/apt,4,0,92,1,weekends,Very Satisfied
393.46,Private room,2,1,100,1,weekends,Very Satisfied
753.4,Entire home/apt,4,0,100,3,weekends,Very Satisfied
762.07,Entire home/apt,4,0,97,2,weekends,Very Satisfied
553.04,Private room,4,0,100,2,weekends,Very Satisfied
1167.48,Entire home/apt,4,1,98,2,weekends,Very Satisfied
860.26,Entire home/apt,4,0,95,2,weekends,Very Satisfied
276.52,Private room,2,0,96,1,weekends,Very Satisfied
1450.33,Entire home/apt,5,0,100,2,weekends,Very Satisfied
528.2,Private room,2,0,100,0,weekends,Very Satisfied
2175.61,Entire home/apt,5,1,97,3,weekends,Very Satisfied
491.65,Entire home/apt,3,0,99,2,weekends,Very Satisfied
454.85,Private room,2,0,82,0,weekends,Very Satisfied
718.96,Entire home/apt,2,0,97,1,weekends,Very Satisfied
374.94,Private room,2,1,96,1,weekends,Very Satisfied
368.62,Private room,2,1,96,1,weekends,Very Satisfied
798.63,Entire home/apt,4,0,98,3,weekends,Very Satisfied
560.54,Private room,3,1,98,2,weekends,Very Satisfied
368.85,Entire home/apt,2,0,98,1,weekends,Very Satisfied
370.02,Private room,2,0,94,1,weekends,Very Satisfied
368.62,Private room,2,1,99,1,weekends,Very Satisfied
371.19,Private room,2,1,100,1,weekends,Very Satisfied
342.84,Entire home/apt,2,0,98,2,weekends,Very Satisfied
467.04,Private room,4,0,90,1,weekends,Very Satisfied
319.64,Private room,2,1,99,1,weekends,Very Satisfied
344.25,Private room,2,0,93,1,weekends,Very Satisfied
743.8,Entire home/apt,2,1,98,1,weekends,Very Satisfied
596.4,Entire home/apt,2,1,100,0,weekends,Very Satisfied
796.52,Entire home/apt,4,0,100,2,weekends,Very Satisfied
300.89,Private room,2,0,75,1,weekends,Satisfied
350.34,Private room,2,1,98,1,weekends,Very Satisfied
1567.27,Entire home/apt,3,0,100,0,weekends,Very Satisfied
614.44,Private room,2,1,99,1,weekends,Very Satisfied
498.91,Entire home/apt,2,0,93,1,weekends,Very Satisfied
1086.64,Private room,4,0,94,2,weekends,Very Satisfied
614.44,Entire home/apt,4,1,96,2,weekends,Very Satisfied
201.53,Private room,2,0,94,1,weekends,Very Satisfied
1044.69,Entire home/apt,4,0,91,2,weekends,Very Satisfied
758.32,Entire home/apt,4,0,96,2,weekends,Very Satisfied
417.83,Entire home/apt,2,0,80,1,weekends,Satisfied
508.75,Entire home/apt,4,0,94,2,weekends,Very Satisfied
307.22,Entire home/apt,2,0,89,1,weekends,Very Satisfied
835.89,Private room,2,1,90,1,weekends,Very Satisfied
650.06,Entire home/apt,4,1,98,1,weekends,Very Satisfied
891.2,Entire home/apt,4,0,98,2,weekends,Very Satisfied
446.18,Private room,4,0,91,1,weekends,Very Satisfied
1527.66,Entire home/apt,3,1,98,2,weekends,Very Satisfied
393.46,Private room,2,1,99,1,weekends,Very Satisfied
513.67,Entire home/apt,4,1,97,2,weekends,Very Satisfied
436.11,Entire home/apt,2,0,97,0,weekends,Very Satisfied
204.11,Private room,2,1,92,1,weekends,Very Satisfied
286.36,Private room,2,1,98,1,weekends,Very Satisfied
186.77,Private room,2,1,95,1,weekends,Very Satisfied
921.66,Entire home/apt,4,0,95,2,weekends,Very Satisfied
734.89,Entire home/apt,2,0,97,1,weekends,Very Satisfied
393.46,Entire home/apt,2,0,75,1,weekends,Satisfied
295.27,Private room,2,0,100,1,weekends,Very Satisfied
208.8,Private room,2,0,90,1,weekends,Very Satisfied
510.16,Private room,2,0,100,1,weekends,Very Satisfied
700.44,Entire home/apt,4,0,96,2,weekends,Very Satisfied
245.82,Private room,2,1,99,1,weekends,Very Satisfied
334.17,Private room,2,0,96,1,weekends,Very Satisfied
971.11,Entire home/apt,5,1,97,1,weekends,Very Satisfied
571.56,Entire home/apt,2,1,100,1,weekends,Very Satisfied
325.73,Entire home/apt,2,0,98,1,weekends,Very Satisfied
459.54,Entire home/apt,2,0,97,1,weekends,Very Satisfied
215.12,Private room,2,1,99,1,weekends,Very Satisfied
971.11,Entire home/apt,2,0,98,1,weekends,Very Satisfied
504.07,Private room,2,0,94,1,weekends,Very Satisfied
393.46,Entire home/apt,2,0,100,1,weekends,Very Satisfied
909.47,Entire home/apt,4,1,97,2,weekends,Very Satisfied
393.46,Entire home/apt,2,0,96,1,weekends,Very Satisfied
1892.77,Entire home/apt,6,0,98,3,weekends,Very Satisfied
706.77,Private room,2,0,100,1,weekends,Very Satisfied
651.23,Entire home/apt,4,0,100,3,weekends,Very Satisfied
798.63,Entire home/apt,4,0,93,4,weekends,Very Satisfied
613.27,Entire home/apt,4,0,91,3,weekends,Very Satisfied
276.29,Private room,2,0,70,1,weekends,Satisfied
280.04,Private room,2,0,100,2,weekends,Very Satisfied
489.3,Entire home/apt,2,1,100,1,weekends,Very Satisfied
1259.81,Entire home/apt,2,0,81,1,weekends,Very Satisfied
344.25,Entire home/apt,2,0,90,1,weekends,Very Satisfied
534.76,Entire home/apt,2,1,99,1,weekends,Very Satisfied
1166.55,Entire home/apt,4,0,99,2,weekends,Very Satisfied
398.14,Entire home/apt,2,1,97,1,weekends,Very Satisfied
432.59,Entire home/apt,2,1,100,1,weekends,Very Satisfied
1186.0,Private room,5,1,96,2,weekends,Very Satisfied
267.85,Private room,2,0,87,1,weekends,Very Satisfied
337.92,Private room,2,1,96,1,weekends,Very Satisfied
509.92,Entire home/apt,2,0,95,1,weekends,Very Satisfied
1296.6,Entire home/apt,4,1,98,3,weekends,Very Satisfied
344.25,Private room,2,0,92,1,weekends,Very Satisfied
588.43,Private room,4,0,96,1,weekends,Very Satisfied
814.57,Entire home/apt,2,1,99,1,weekends,Very Satisfied
394.39,Entire home/apt,2,0,98,1,weekends,Very Satisfied
1413.54,Entire home/apt,4,0,88,3,weekends,Very Satisfied
565.46,Private room,4,0,95,2,weekends,Very Satisfied
441.26,Entire home/apt,2,0,96,1,weekends,Very Satisfied
2058.91,Entire home/apt,4,0,100,2,weekends,Very Satisfied
430.25,Entire home/apt,2,0,100,1,weekends,Very Satisfied
602.25,Entire home/apt,4,0,94,1,weekends,Very Satisfied
583.98,Private room,2,1,96,1,weekends,Very Satisfied
337.92,Private room,3,1,97,1,weekends,Very Satisfied
344.25,Entire home/apt,2,1,100,1,weekends,Very Satisfied
589.83,Entire home/apt,3,0,97,0,weekends,Very Satisfied
344.48,Entire home/apt,2,0,100,1,weekends,Very Satisfied
385.49,Entire home/apt,2,1,95,1,weekends,Very Satisfied
424.16,Entire home/apt,3,0,94,1,weekends,Very Satisfied
430.25,Private room,2,0,88,1,weekends,Very Satisfied
546.95,Entire home/apt,2,0,96,1,weekends,Very Satisfied
430.25,Private room,2,0,88,1,weekends,Very Satisfied
774.49,Entire home/apt,4,1,100,1,weekends,Very Satisfied
577.41,Entire home/apt,4,1,96,2,weekends,Very Satisfied
792.77,Private room,3,1,98,1,weekends,Very Satisfied
368.85,Private room,4,1,96,2,weekends,Very Satisfied
441.03,Private room,2,0,88,0,weekends,Very Satisfied
441.03,Private room,2,0,92,0,weekends,Very Satisfied
310.97,Private room,2,0,93,1,weekends,Very Satisfied
307.22,Entire home/apt,2,1,100,1,weekends,Very Satisfied
313.55,Private room,2,0,96,1,weekends,Very Satisfied
743.8,Entire home/apt,4,0,100,3,weekends,Very Satisfied
385.49,Entire home/apt,2,1,100,1,weekends,Very Satisfied
556.56,Entire home/apt,2,1,100,1,weekends,Very Satisfied
513.67,Entire home/apt,2,1,100,1,weekends,Very Satisfied
449.7,Entire home/apt,2,1,97,1,weekends,Very Satisfied
428.37,Entire home/apt,2,1,99,1,weekends,Very Satisfied
385.49,Entire home/apt,2,1,100,1,weekends,Very Satisfied
516.25,Private room,2,0,94,1,weekends,Very Satisfied
516.02,Entire home/apt,4,0,93,1,weekends,Very Satisfied
491.88,Entire home/apt,4,0,100,2,weekends,Very Satisfied
417.83,Entire home/apt,2,0,100,1,weekends,Very Satisfied
300.89,Private room,2,0,91,1,weekends,Very Satisfied
794.41,Private room,4,0,95,1,weekends,Very Satisfied
1007.9,Private room,2,0,100,1,weekends,Very Satisfied
274.18,Private room,2,1,100,1,weekends,Very Satisfied
650.06,Private room,4,0,100,1,weekends,Very Satisfied
390.88,Private room,2,0,100,1,weekends,Very Satisfied
700.44,Entire home/apt,4,0,91,2,weekends,Very Satisfied
546.72,Entire home/apt,2,1,98,2,weekends,Very Satisfied
698.33,Entire home/apt,2,1,100,1,weekends,Very Satisfied
921.66,Entire home/apt,4,0,93,2,weekends,Very Satisfied
328.31,Private room,2,1,91,1,weekends,Very Satisfied
921.89,Entire home/apt,3,1,100,1,weekends,Very Satisfied
566.63,Private room,2,1,99,0,weekends,Very Satisfied
725.05,Private room,4,1,97,2,weekends,Very Satisfied
256.84,Private room,2,0,97,1,weekends,Very Satisfied
789.02,Entire home/apt,4,0,95,2,weekends,Very Satisfied
651.23,Entire home/apt,4,0,65,2,weekends,Satisfied
624.52,Private room,2,0,47,1,weekends,Neutral
320.81,Private room,2,0,93,1,weekends,Very Satisfied
177.16,Private room,3,0,92,1,weekends,Very Satisfied
551.64,Entire home/apt,4,0,85,1,weekends,Very Satisfied
1290.51,Entire home/apt,4,1,100,2,weekends,Very Satisfied
218.87,Private room,2,0,85,1,weekends,Very Satisfied
501.49,Entire home/apt,2,0,95,1,weekends,Very Satisfied
468.45,Entire home/apt,2,0,100,1,weekends,Very Satisfied
428.37,Entire home/apt,2,1,90,1,weekends,Very Satisfied
295.03,Entire home/apt,2,0,100,1,weekends,Very Satisfied
272.77,Private room,2,0,93,1,weekends,Very Satisfied
405.88,Entire home/apt,2,0,100,1,weekends,Very Satisfied
504.07,Entire home/apt,3,0,100,3,weekends,Very Satisfied
768.17,Entire home/apt,4,1,98,2,weekends,Very Satisfied
330.65,Private room,2,0,93,1,weekends,Very Satisfied
875.03,Private room,6,1,96,2,weekends,Very Satisfied
522.34,Entire home/apt,2,1,97,0,weekends,Very Satisfied
786.68,Entire home/apt,2,0,100,1,weekends,Very Satisfied
497.5,Entire home/apt,2,0,100,1,weekends,Very Satisfied
325.97,Private room,4,0,88,1,weekends,Very Satisfied
737.23,Entire home/apt,4,0,96,2,weekends,Very Satisfied
952.59,Entire home/apt,3,0,100,3,weekends,Very Satisfied
250.51,Private room,2,1,96,1,weekends,Very Satisfied
378.69,Entire home/apt,2,0,99,1,weekends,Very Satisfied
205.28,Private room,3,0,85,1,weekends,Very Satisfied
405.88,Entire home/apt,2,0,90,1,weekends,Very Satisfied
385.96,Entire home/apt,2,0,100,1,weekends,Very Satisfied
367.45,Entire home/apt,2,0,93,1,weekends,Very Satisfied
1259.58,Entire home/apt,4,0,92,2,weekends,Very Satisfied
288.71,Entire home/apt,2,0,90,0,weekends,Very Satisfied
373.77,Entire home/apt,2,0,80,1,weekends,Satisfied
462.12,Private room,2,0,78,0,weekends,Satisfied
958.45,Entire home/apt,6,0,96,3,weekends,Very Satisfied
299.02,Private room,2,1,96,1,weekends,Very Satisfied
405.88,Entire home/apt,2,0,100,1,weekends,Very Satisfied
354.09,Private room,2,0,95,1,weekends,Very Satisfied
786.68,Entire home/apt,4,0,100,2,weekends,Very Satisfied
790.2,Entire home/apt,5,0,93,2,weekends,Very Satisfied
838.47,Entire home/apt,4,0,100,4,weekends,Very Satisfied
341.67,Private room,2,0,94,0,weekends,Very Satisfied
295.03,Private room,2,0,93,1,weekends,Very Satisfied
218.87,Private room,4,0,80,1,weekends,Satisfied
1413.54,Entire home/apt,4,0,84,2,weekends,Very Satisfied
1020.08,Entire home/apt,4,0,100,2,weekends,Very Satisfied
430.25,Private room,2,0,95,0,weekends,Very Satisfied
639.05,Entire home/apt,4,0,96,2,weekends,Very Satisfied
367.68,Private room,2,1,100,1,weekends,Very Satisfied
362.76,Private room,2,1,99,1,weekends,Very Satisfied
639.05,Entire home/apt,4,0,100,2,weekends,Very Satisfied
409.63,Entire home/apt,3,0,97,1,weekends,Very Satisfied
439.86,Entire home/apt,2,0,94,1,weekends,Very Satisfied
504.07,Entire home/apt,2,0,100,0,weekends,Very Satisfied
596.16,Entire home/apt,2,0,100,1,weekends,Very Satisfied
691.54,Entire home/apt,4,0,93,2,weekends,Very Satisfied
386.9,Entire home/apt,2,0,92,1,weekends,Very Satisfied
540.86,Entire home/apt,2,0,100,1,weekends,Very Satisfied
201.53,Private room,2,0,95,1,weekends,Very Satisfied
387.13,Private room,2,0,99,1,weekends,Very Satisfied
425.09,Entire home/apt,2,0,98,1,weekends,Very Satisfied
651.23,Entire home/apt,2,0,97,1,weekends,Very Satisfied
501.25,Entire home/apt,2,0,95,1,weekends,Very Satisfied
411.74,Private room,2,1,95,1,weekends,Very Satisfied
528.44,Entire home/apt,2,0,100,1,weekends,Very Satisfied
614.44,Entire home/apt,4,0,83,3,weekends,Very Satisfied
405.88,Entire home/apt,2,0,100,1,weekends,Very Satisfied
357.6,Private room,2,1,99,1,weekends,Very Satisfied
307.22,Private room,2,0,89,1,weekends,Very Satisfied
410.56,Entire home/apt,2,0,100,0,weekends,Very Satisfied
700.44,Entire home/apt,4,1,98,1,weekends,Very Satisfied
245.82,Private room,2,0,90,0,weekends,Very Satisfied
567.81,Entire home/apt,4,1,97,2,weekends,Very Satisfied
663.65,Entire home/apt,4,0,100,2,weekends,Very Satisfied
571.56,Entire home/apt,4,0,100,0,weekends,Very Satisfied
1049.61,Entire home/apt,2,0,95,1,weekends,Very Satisfied
430.25,Entire home/apt,2,0,100,1,weekends,Very Satisfied
411.74,Private room,2,1,93,1,weekends,Very Satisfied
748.25,Entire home/apt,4,0,80,1,weekends,Satisfied
416.66,Entire home/apt,2,0,89,1,weekends,Very Satisfied
447.59,Private room,2,0,90,1,weekends,Very Satisfied
614.44,Entire home/apt,4,0,100,2,weekends,Very Satisfied
319.64,Private room,2,1,96,1,weekends,Very Satisfied
485.55,Entire home/apt,4,0,80,1,weekends,Satisfied
703.72,Entire home/apt,4,0,92,1,weekends,Very Satisfied
375.88,Private room,2,0,94,1,weekends,Very Satisfied
387.13,Entire home/apt,2,0,100,1,weekends,Very Satisfied
325.73,Private room,2,0,87,1,weekends,Very Satisfied
392.05,Private room,2,0,91,1,weekends,Very Satisfied
344.25,Private room,2,0,80,1,weekends,Satisfied
368.85,Private room,3,1,100,1,weekends,Very Satisfied
355.26,Private room,2,0,88,1,weekends,Very Satisfied
743.8,Private room,2,0,100,1,weekends,Very Satisfied
743.8,Private room,2,0,80,1,weekends,Satisfied
1714.67,Private room,4,0,100,4,weekends,Very Satisfied
468.21,Private room,4,0,90,2,weekends,Very Satisfied
617.25,Private room,2,0,100,2,weekends,Very Satisfied
1060.86,Entire home/apt,4,0,100,2,weekends,Very Satisfied
368.85,Entire home/apt,2,0,100,1,weekends,Very Satisfied
414.31,Private room,2,0,93,1,weekends,Very Satisfied
368.85,Private room,3,0,100,1,weekends,Very Satisfied
491.65,Entire home/apt,2,0,94,0,weekends,Very Satisfied
177.16,Private room,2,0,94,1,weekends,Very Satisfied
381.04,Entire home/apt,2,0,100,1,weekends,Very Satisfied
411.74,Private room,2,1,94,0,weekends,Very Satisfied
368.62,Private room,2,0,93,1,weekends,Very Satisfied
443.84,Entire home/apt,2,0,96,1,weekends,Very Satisfied
565.46,Entire home/apt,4,0,85,2,weekends,Very Satisfied
921.66,Entire home/apt,4,0,90,1,weekends,Very Satisfied
694.58,Entire home/apt,2,1,95,1,weekends,Very Satisfied
542.03,Private room,4,1,98,2,weekends,Very Satisfied
325.73,Private room,4,1,97,1,weekends,Very Satisfied
460.95,Entire home/apt,4,0,100,1,weekends,Very Satisfied
319.64,Private room,2,0,91,1,weekends,Very Satisfied
640.45,Entire home/apt,2,0,80,1,weekends,Satisfied
496.8,Entire home/apt,2,0,98,1,weekends,Very Satisfied
546.95,Private room,2,0,96,1,weekends,Very Satisfied
625.69,Private room,4,0,87,2,weekends,Very Satisfied
540.62,Entire home/apt,2,0,92,1,weekends,Very Satisfied
256.84,Private room,2,1,99,1,weekends,Very Satisfied
362.52,Private room,2,0,84,1,weekends,Very Satisfied
1229.11,Entire home/apt,2,0,100,2,weekends,Very Satisfied
743.8,Private room,2,0,90,1,weekends,Very Satisfied
704.19,Private room,4,1,100,2,weekends,Very Satisfied
245.82,Private room,2,0,92,1,weekends,Very Satisfied
589.83,Entire home/apt,2,0,100,1,weekends,Very Satisfied
534.76,Entire home/apt,3,0,100,2,weekends,Very Satisfied
1488.29,Entire home/apt,6,0,97,2,weekends,Very Satisfied
464.7,Private room,4,0,93,0,weekends,Very Satisfied
356.43,Private room,2,0,100,1,weekends,Very Satisfied
1057.11,Entire home/apt,4,1,90,2,weekends,Very Satisfied
491.65,Entire home/apt,2,0,90,1,weekends,Very Satisfied
1488.29,Entire home/apt,6,1,98,2,weekends,Very Satisfied
672.09,Entire home/apt,3,0,100,1,weekends,Very Satisfied
428.37,Entire home/apt,2,1,88,1,weekends,Very Satisfied
1524.15,Entire home/apt,4,0,100,2,weekends,Very Satisfied
632.95,Entire home/apt,4,0,93,2,weekends,Very Satisfied
667.87,Private room,4,0,96,1,weekends,Very Satisfied
376.82,Private room,2,0,100,1,weekends,Very Satisfied
479.46,Private room,2,0,92,1,weekends,Very Satisfied
535.7,Entire home/apt,2,0,92,1,weekends,Very Satisfied
296.21,Private room,2,1,99,1,weekends,Very Satisfied
798.63,Entire home/apt,4,0,95,2,weekends,Very Satisfied
325.97,Entire home/apt,2,0,96,1,weekends,Very Satisfied
671.15,Entire home/apt,4,0,80,2,weekends,Satisfied
467.04,Entire home/apt,2,0,100,1,weekends,Very Satisfied
748.25,Entire home/apt,4,0,95,3,weekends,Very Satisfied
393.46,Private room,2,0,94,1,weekends,Very Satisfied
172.24,Private room,2,1,95,1,weekends,Very Satisfied
491.65,Private room,2,0,100,2,weekends,Very Satisfied
454.85,Entire home/apt,2,0,100,1,weekends,Very Satisfied
422.75,Entire home/apt,2,0,96,0,weekends,Very Satisfied
332.06,Private room,2,0,90,1,weekends,Very Satisfied
1199.59,Entire home/apt,6,1,98,3,weekends,Very Satisfied
399.32,Private room,2,0,92,0,weekends,Very Satisfied
383.15,Entire home/apt,2,0,100,1,weekends,Very Satisfied
676.07,Entire home/apt,4,0,93,2,weekends,Very Satisfied
398.14,Private room,2,0,88,1,weekends,Very Satisfied
614.44,Entire home/apt,4,0,100,3,weekends,Very Satisfied
688.26,Entire home/apt,4,0,100,2,weekends,Very Satisfied
233.64,Private room,2,1,99,1,weekends,Very Satisfied
410.56,Entire home/apt,2,0,91,1,weekends,Very Satisfied
454.85,Private room,2,1,98,1,weekends,Very Satisfied
258.24,Private room,2,0,97,1,weekends,Very Satisfied
854.17,Entire home/apt,4,0,100,2,weekends,Very Satisfied
344.25,Private room,2,1,97,0,weekends,Very Satisfied
286.6,Private room,2,0,90,1,weekends,Very Satisfied
350.1,Private room,2,1,100,1,weekends,Very Satisfied
253.32,Private room,2,0,85,1,weekends,Very Satisfied
436.11,Entire home/apt,2,1,98,1,weekends,Very Satisfied
615.61,Entire home/apt,4,0,87,2,weekends,Very Satisfied
368.85,Private room,2,0,80,1,weekends,Satisfied
372.37,Private room,2,0,97,1,weekends,Very Satisfied
699.04,Private room,3,0,95,1,weekends,Very Satisfied
397.21,Entire home/apt,2,0,100,1,weekends,Very Satisfied
588.43,Private room,4,0,91,1,weekends,Very Satisfied
678.41,Entire home/apt,2,0,100,1,weekends,Very Satisfied
258.24,Private room,2,0,84,1,weekends,Very Satisfied
398.14,Private room,2,0,89,1,weekends,Very Satisfied
366.27,Private room,2,0,84,1,weekends,Very Satisfied
473.13,Entire home/apt,2,0,100,1,weekends,Very Satisfied
602.25,Private room,4,0,100,2,weekends,Very Satisfied
426.03,Private room,2,0,60,1,weekends,Neutral
692.48,Private room,4,0,96,1,weekends,Very Satisfied
486.96,Private room,2,0,80,1,weekends,Satisfied
390.88,Private room,2,0,93,1,weekends,Very Satisfied
508.28,Entire home/apt,2,0,100,1,weekends,Very Satisfied
387.13,Private room,2,1,100,1,weekends,Very Satisfied
233.64,Private room,2,1,95,1,weekends,Very Satisfied
323.39,Private room,2,0,86,1,weekends,Very Satisfied
477.12,Private room,2,1,99,1,weekends,Very Satisfied
490.24,Entire home/apt,2,0,100,1,weekends,Very Satisfied
467.04,Private room,2,0,94,1,weekends,Very Satisfied
721.53,Entire home/apt,2,0,100,1,weekends,Very Satisfied
1198.18,Entire home/apt,4,0,100,2,weekends,Very Satisfied
172.24,Private room,2,0,84,1,weekends,Very Satisfied
522.58,Entire home/apt,2,0,100,1,weekends,Very Satisfied
796.52,Entire home/apt,4,1,100,2,weekends,Very Satisfied
676.07,Entire home/apt,2,0,80,1,weekends,Satisfied
485.55,Entire home/apt,2,0,100,1,weekends,Very Satisfied
245.82,Private room,2,0,94,1,weekends,Very Satisfied
